Township,Area_Raw,Area_Clean,Area_Key,State,State_Clean,Tenure,Type,Type_Clean,Primary_Type,Category,Median_Price,Median_PSF,Transactions
Abadi Villa,Taman Desa,TAMAN DESA,KUALA LUMPUR | TAMAN DESA,Kuala Lumpur,KUALA LUMPUR,Leasehold,Condominium,Condominium,Condominium,High-Rise,450000.0,370.0,11
Cheras Ria,Cheras,CHERAS,KUALA LUMPUR | CHERAS,Kuala Lumpur,KUALA LUMPUR,Freehold,Flat,Flat,Flat,High-Rise,138000.0,242.0,11
Bandar Baru Ampang,Ampang,AMPANG,SELANGOR | AMPANG,Selangor,SELANGOR,Leasehold,Flat,Flat,Flat,High-Rise,139900.0,243.0,11
Villa Bestari Apartment,Iskandar Puteri (Nusajaya),ISKANDAR PUTERI (NUSAJAYA),JOHOR | ISKANDAR PUTERI (NUSAJAYA),Johor,JOHOR,Freehold,Apartment,Apartment,Apartment,High-Rise,380000.0,327.0,11
7 Tree Seven Residence,Cheras,CHERAS,SELANGOR | CHERAS,Selangor,SELANGOR,Freehold,Condominium,Condominium,Condominium,High-Rise,400000.0,403.0,11
Sunway Court,Bandar Sunway,BANDAR SUNWAY,SELANGOR | BANDAR SUNWAY,Selangor,SELANGOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,380000.0,392.0,11
Skudai Villa,Skudai,SKUDAI,JOHOR | SKUDAI,Johor,JOHOR,Freehold,Condominium,Condominium,Condominium,High-Rise,370000.0,334.0,11
Koi Tropika,Puchong,PUCHONG,SELANGOR | PUCHONG,Selangor,SELANGOR,Leasehold,Service Residence,Service Residence,Service Residence,High-Rise,470000.0,459.0,11
Ria 2 Apartment,Masai,MASAI,JOHOR | MASAI,Johor,JOHOR,Freehold,Apartment,Apartment,Apartment,High-Rise,210000.0,260.0,11
Aman Puri Apartment,Kepong,KEPONG,SELANGOR | KEPONG,Selangor,SELANGOR,Freehold,Apartment,Apartment,Apartment,High-Rise,320000.0,353.0,11
Casa Ria,Cheras,CHERAS,KUALA LUMPUR | CHERAS,Kuala Lumpur,KUALA LUMPUR,Leasehold,Condominium,Condominium,Condominium,High-Rise,400000.0,392.0,11
Desa Villa Condominium,Taman Desa,TAMAN DESA,KUALA LUMPUR | TAMAN DESA,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,485000.0,417.0,11
Pauh Damai,Bukit Mertajam,BUKIT MERTAJAM,PENANG | BUKIT MERTAJAM,Penang,PENANG,Freehold,Flat,Flat,Flat,High-Rise,200000.0,315.0,11
Zennith Suites (Pangsapuri Kebun Teh),Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,225000.0,488.0,11
Hillview Loft,Batu Pahat,BATU PAHAT,JOHOR | BATU PAHAT,Johor,JOHOR,Freehold,Condominium,Condominium,Condominium,High-Rise,320000.0,303.0,11
Prai Inai,Perai,PERAI,PENANG | PERAI,Penang,PENANG,Freehold,Apartment,Apartment,Apartment,High-Rise,280000.0,314.0,11
Le Yuan Residence,Jalan Klang Lama (Old Klang Road),JALAN KLANG LAMA (OLD KLANG ROAD),KUALA LUMPUR | JALAN KLANG LAMA (OLD KLANG ROAD),Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,840000.0,541.0,11
Desa Sri Puteri,Desa Petaling,DESA PETALING,KUALA LUMPUR | DESA PETALING,Kuala Lumpur,KUALA LUMPUR,Leasehold,Flat,Flat,Flat,High-Rise,130000.0,216.0,11
The Westside One,Desa ParkCity,DESA PARKCITY,KUALA LUMPUR | DESA PARKCITY,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,1380000.0,787.0,11
Taman Air Itam,Ayer Itam,AYER ITAM,PENANG | AYER ITAM,Penang,PENANG,Freehold,Flat,Flat,Flat,High-Rise,270000.0,402.0,11
Gemilang Indah,Jalan Klang Lama (Old Klang Road),JALAN KLANG LAMA (OLD KLANG ROAD),KUALA LUMPUR | JALAN KLANG LAMA (OLD KLANG ROAD),Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,265000.0,314.0,11
P' Residence,Kuching,KUCHING,SARAWAK | KUCHING,Sarawak,SARAWAK,Leasehold,Condominium,Condominium,Condominium,High-Rise,470000.0,408.0,11
Anjali North Kiara,Segambut,SEGAMBUT,KUALA LUMPUR | SEGAMBUT,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,1050000.0,619.0,11
Lily & Jasmine Apartment,Tampoi,TAMPOI,JOHOR | TAMPOI,Johor,JOHOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,285000.0,285.0,11
Apartment Harmoni,Damansara Damai,DAMANSARA DAMAI,SELANGOR | DAMANSARA DAMAI,Selangor,SELANGOR,Leasehold,Flat,Flat,Flat,High-Rise,133000.0,205.0,11
The Place @ Cyberjaya,Cyberjaya,CYBERJAYA,SELANGOR | CYBERJAYA,Selangor,SELANGOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,170000.0,304.0,11
Mawar Apartment,Genting Highlands,GENTING HIGHLANDS,PAHANG | GENTING HIGHLANDS,Pahang,PAHANG,Freehold,Apartment,Apartment,Apartment,High-Rise,550000.0,650.0,11
Molek Pine 1,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Freehold,Apartment,Apartment,Apartment,High-Rise,520000.0,358.0,11
Ketumbar Hill,Cheras,CHERAS,KUALA LUMPUR | CHERAS,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,350000.0,367.0,11
Glory Beach Resort,Port Dickson,PORT DICKSON,NEGERI SEMBILAN | PORT DICKSON,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Condominium,Condominium,Condominium,High-Rise,300000.0,321.0,11
Taman Bukit Erskine,Tanjong Tokong,TANJONG TOKONG,PENANG | TANJONG TOKONG,Penang,PENANG,Freehold,Apartment,Apartment,Apartment,High-Rise,268000.0,410.0,11
Bayu Villa,Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,Apartment,Apartment,Apartment,High-Rise,300000.0,346.0,11
Warisan City View,Cheras,CHERAS,KUALA LUMPUR | CHERAS,Kuala Lumpur,KUALA LUMPUR,Leasehold,Condominium,Condominium,Condominium,High-Rise,410000.0,451.0,11
Stulang Laut,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Leasehold,Flat,Flat,Flat,High-Rise,200000.0,264.0,11
Holiday Place (D-Villa Residence),Ampang,AMPANG,KUALA LUMPUR | AMPANG,Kuala Lumpur,KUALA LUMPUR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,400000.0,431.0,11
D'Piazza,Bayan Baru,BAYAN BARU,PENANG | BAYAN BARU,Penang,PENANG,Freehold,Condominium,Condominium,Condominium,High-Rise,485000.0,518.0,11
Swiss Garden Residences,Bukit Bintang,BUKIT BINTANG,KUALA LUMPUR | BUKIT BINTANG,Kuala Lumpur,KUALA LUMPUR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,510000.0,902.0,11
Nautica Lake Suites,Bandar Sunway,BANDAR SUNWAY,SELANGOR | BANDAR SUNWAY,Selangor,SELANGOR,Leasehold,Condominium,Condominium,Condominium,High-Rise,830000.0,520.0,11
Prominence,Bukit Mertajam,BUKIT MERTAJAM,PENANG | BUKIT MERTAJAM,Penang,PENANG,Freehold,Condominium,Condominium,Condominium,High-Rise,470000.0,370.0,11
Prisma Cheras,Cheras,CHERAS,KUALA LUMPUR | CHERAS,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,426000.0,362.0,11
The Grand Subang Jaya SS13,Subang Jaya,SUBANG JAYA,SELANGOR | SUBANG JAYA,Selangor,SELANGOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,455000.0,880.0,11
Vista Bayu,Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,Apartment,Apartment,Apartment,High-Rise,300000.0,280.0,11
Pusat Komersial Seksyen 7,Shah Alam,SHAH ALAM,SELANGOR | SHAH ALAM,Selangor,SELANGOR,Leasehold,Flat,Flat,Flat,High-Rise,300000.0,376.0,11
Bistari Lavender Condominium,City Centre,CITY CENTRE,KUALA LUMPUR | CITY CENTRE,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,460000.0,417.0,11
The Wadihana,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Freehold,Condominium,Condominium,Condominium,High-Rise,528000.0,302.0,11
Batu Caves Centerpoint,Batu Caves,BATU CAVES,SELANGOR | BATU CAVES,Selangor,SELANGOR,Freehold,Flat,Flat,Flat,High-Rise,170000.0,253.0,11
Sun Moon City,Ayer Itam,AYER ITAM,PENANG | AYER ITAM,Penang,PENANG,Freehold,Flat,Flat,Flat,High-Rise,138000.0,232.0,11
Sri Lempah,Taman Desa,TAMAN DESA,KUALA LUMPUR | TAMAN DESA,Kuala Lumpur,KUALA LUMPUR,Leasehold,Flat,Flat,Flat,High-Rise,197000.0,353.0,11
Fairway Suites,Iskandar Puteri (Nusajaya),ISKANDAR PUTERI (NUSAJAYA),JOHOR | ISKANDAR PUTERI (NUSAJAYA),Johor,JOHOR,Freehold,Condominium,Condominium,Condominium,High-Rise,465000.0,455.0,11
The Riviera,Ampang,AMPANG,SELANGOR | AMPANG,Selangor,SELANGOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,210000.0,224.0,11
Tiffani Kiara,Mont Kiara,MONT KIARA,KUALA LUMPUR | MONT KIARA,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,1120000.0,561.0,11
Alpine Village,Tambun,TAMBUN,PERAK | TAMBUN,Perak,PERAK,Leasehold,Apartment,Apartment,Apartment,High-Rise,250000.0,287.0,11
Tun Perak,Melaka City,MELAKA CITY,MELAKA | MELAKA CITY,Melaka,MELAKA,Leasehold,Apartment,Apartment,Apartment,High-Rise,478000.0,440.0,11
Genting Permai Resort,Bentong,BENTONG,PAHANG | BENTONG,Pahang,PAHANG,Freehold,Apartment,Apartment,Apartment,High-Rise,210000.0,298.0,11
Casa Desa,Taman Desa,TAMAN DESA,KUALA LUMPUR | TAMAN DESA,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,540000.0,442.0,11
Taman Merak Jaya,Simpang Ampat,SIMPANG AMPAT,PENANG | SIMPANG AMPAT,Penang,PENANG,Freehold,Flat,Flat,Flat,High-Rise,100000.0,186.0,11
Skyvilla Residences,Kuching,KUCHING,SARAWAK | KUCHING,Sarawak,SARAWAK,Leasehold,Condominium,Condominium,Condominium,High-Rise,450000.0,400.0,11
Birchwood Court,Rawang,RAWANG,SELANGOR | RAWANG,Selangor,SELANGOR,Leasehold,Flat,Flat,Flat,High-Rise,165000.0,207.0,11
MJC Courtyard Sanctuary,Kuching,KUCHING,SARAWAK | KUCHING,Sarawak,SARAWAK,Leasehold,Apartment,Apartment,Apartment,High-Rise,295000.0,345.0,11
Taman Orkid,Cheras,CHERAS,SELANGOR | CHERAS,Selangor,SELANGOR,Freehold,Flat,Flat,Flat,High-Rise,165000.0,218.0,11
Tree Sparina,Bayan Lepas,BAYAN LEPAS,PENANG | BAYAN LEPAS,Penang,PENANG,Freehold,Condominium,Condominium,Condominium,High-Rise,639700.0,527.0,11
Garden Plaza,Cyberjaya,CYBERJAYA,SELANGOR | CYBERJAYA,Selangor,SELANGOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,210000.0,415.0,11
Widuri Apartment,Butterworth,BUTTERWORTH,PENANG | BUTTERWORTH,Penang,PENANG,Freehold,Apartment,Apartment,Apartment,High-Rise,220000.0,294.0,11
Impian Sentosa,Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,Apartment,Apartment,Apartment,High-Rise,300000.0,398.0,11
The Rainz,Bukit Jalil,BUKIT JALIL,KUALA LUMPUR | BUKIT JALIL,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,950000.0,621.0,11
Pertiwi Indah,Cheras,CHERAS,KUALA LUMPUR | CHERAS,Kuala Lumpur,KUALA LUMPUR,Leasehold,Condominium,Condominium,Condominium,High-Rise,450000.0,371.0,11
Mahsuri Square,Bayan Baru,BAYAN BARU,PENANG | BAYAN BARU,Penang,PENANG,Leasehold,Condominium,Condominium,Condominium,High-Rise,498000.0,476.0,11
Halaman Kenanga,Sungai Dua,SUNGAI DUA,PENANG | SUNGAI DUA,Penang,PENANG,Leasehold,Apartment,Apartment,Apartment,High-Rise,250000.0,375.0,11
Grandeur Tower,Ampang,AMPANG,SELANGOR | AMPANG,Selangor,SELANGOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,305000.0,322.0,11
Frinza Court,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Freehold,Apartment,Apartment,Apartment,High-Rise,350000.0,260.0,11
Puncak Seri Kelana,Ara Damansara,ARA DAMANSARA,SELANGOR | ARA DAMANSARA,Selangor,SELANGOR,Leasehold,Condominium,Condominium,Condominium,High-Rise,420000.0,400.0,11
Concerto North Kiara,Dutamas,DUTAMAS,KUALA LUMPUR | DUTAMAS,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,1765800.0,913.0,11
Suria @ Hijau E-Komuniti,Batu Kawan,BATU KAWAN,PENANG | BATU KAWAN,Penang,PENANG,Leasehold,Apartment,Apartment,Apartment,High-Rise,330000.0,333.0,11
Taman Desa Cheras,Cheras,CHERAS,KUALA LUMPUR | CHERAS,Kuala Lumpur,KUALA LUMPUR,Freehold,Flat,Flat,Flat,High-Rise,110000.0,165.0,11
Mutiara Ville,Cyberjaya,CYBERJAYA,SELANGOR | CYBERJAYA,Selangor,SELANGOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,400000.0,400.0,11
Ascenda Residence @ Skyarena,Setapak,SETAPAK,KUALA LUMPUR | SETAPAK,Kuala Lumpur,KUALA LUMPUR,Leasehold,Condominium,Condominium,Condominium,High-Rise,493000.0,455.0,11
Hann's Residence,Sibu,SIBU,SARAWAK | SIBU,Sarawak,SARAWAK,Leasehold,Apartment,Apartment,Apartment,High-Rise,450000.0,593.0,11
Menara Avenue (Menara Promenade),KLCC,KLCC,KUALA LUMPUR | KLCC,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,430000.0,459.0,11
Paramount Utropolis,Glenmarie,GLENMARIE,SELANGOR | GLENMARIE,Selangor,SELANGOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,560000.0,708.0,11
Pangsapuri Cempaka,Puchong,PUCHONG,SELANGOR | PUCHONG,Selangor,SELANGOR,Freehold,Flat,Flat,Flat,High-Rise,162500.0,250.0,11
Taman Daya - Jalan Sagu 34,Tebrau,TEBRAU,JOHOR | TEBRAU,Johor,JOHOR,Freehold,Flat,Flat,Flat,High-Rise,150000.0,228.0,11
BANDAR SUNWAY SEMENYIH,Semenyih,SEMENYIH,SELANGOR | SEMENYIH,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,561000.0,277.0,10
TAMAN MERANTI JAYA,Puchong,PUCHONG,SELANGOR | PUCHONG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,1075000.0,475.0,10
TAMAN CEMPAKA INDAH,Teloi Kiri,TELOI KIRI,KEDAH | TELOI KIRI,Kedah,KEDAH,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,195000.0,122.0,10
TAMAN KASA HEIGHTS,Alor Gajah,ALOR GAJAH,MELAKA | ALOR GAJAH,Melaka,MELAKA,Freehold,"Cluster House, Town House, Terrace House","Cluster House, Terrace House, Town House",Cluster House,Landed,205000.0,173.0,10
RPA BEMBAN II,Batu Gajah,BATU GAJAH,PERAK | BATU GAJAH,Perak,PERAK,Leasehold,Terrace House,Terrace House,Terrace House,Landed,97500.0,77.0,10
TAMAN BIDARA,Bukit Mertajam,BUKIT MERTAJAM,PENANG | BUKIT MERTAJAM,Penang,PENANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,279000.0,282.0,10
TAMAN SERI PAYA RUMPUT,Sungei Baru Tengah,SUNGEI BARU TENGAH,MELAKA | SUNGEI BARU TENGAH,Melaka,MELAKA,Freehold,Terrace House,Terrace House,Terrace House,Landed,260000.0,174.0,10
SUBANG BESTARI,Shah Alam,SHAH ALAM,SELANGOR | SHAH ALAM,Selangor,SELANGOR,Leasehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,690000.0,414.0,10
TAMAN KOTA SARANG SEMUT,Kota Sarang Semut,KOTA SARANG SEMUT,KEDAH | KOTA SARANG SEMUT,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,225000.0,173.0,10
TAMAN IMPIAN PUTRA,Bangi,BANGI,SELANGOR | BANGI,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,440000.0,365.0,10
TAMAN DESA DUYUNG,Duyong,DUYONG,MELAKA | DUYONG,Melaka,MELAKA,Mixed,Terrace House,Terrace House,Terrace House,Landed,245000.0,187.0,10
DESA PANTAI INDAH,Teluk Kumbar,TELUK KUMBAR,PENANG | TELUK KUMBAR,Penang,PENANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,750000.0,536.0,10
TAMAN SERI KERAMAT,Ulu Klang,ULU KLANG,SELANGOR | ULU KLANG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,640000.0,359.0,10
TAMAN SERING UKAY,Ulu Klang,ULU KLANG,SELANGOR | ULU KLANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,1260000.0,611.0,10
TAMAN MANIS,Batu Pahat,BATU PAHAT,JOHOR | BATU PAHAT,Johor,JOHOR,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,220000.0,194.0,10
TAMAN TAN YEW LAI,Jalan Klang Lama (Old Klang Road),JALAN KLANG LAMA (OLD KLANG ROAD),KUALA LUMPUR | JALAN KLANG LAMA (OLD KLANG ROAD),Kuala Lumpur,KUALA LUMPUR,Freehold,Terrace House,Terrace House,Terrace House,Landed,575000.0,417.0,10
TAMAN KERAMAT PERMAI,Ulu Klang,ULU KLANG,SELANGOR | ULU KLANG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,600000.0,452.0,10
BANDAR NUSA RHU,Shah Alam,SHAH ALAM,SELANGOR | SHAH ALAM,Selangor,SELANGOR,Leasehold,"Bungalow, Terrace House","Bungalow, Terrace House",Bungalow,Landed,591500.0,400.0,10
SS4 PETALING JAYA,Petaling Jaya,PETALING JAYA,SELANGOR | PETALING JAYA,Selangor,SELANGOR,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,842500.0,472.0,10
TAMAN LANGAT UTAMA 2,Tanjong Duabelas,TANJONG DUABELAS,SELANGOR | TANJONG DUABELAS,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,435000.0,244.0,10
TAMAN CAHAYA KRISTAL II,Bandar Baharu,BANDAR BAHARU,KEDAH | BANDAR BAHARU,Kedah,KEDAH,Freehold,Semi D,Semi D,Semi D,Landed,438488.0,152.0,10
TAMAN SEMANTAN INDAH,Mentakab,MENTAKAB,PAHANG | MENTAKAB,Pahang,PAHANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,257500.0,146.0,10
BANDAR SEJAHTERA FASA 3,Pokok Sena,POKOK SENA,KEDAH | POKOK SENA,Kedah,KEDAH,Freehold,"Cluster House, Terrace House","Cluster House, Terrace House",Cluster House,Landed,408900.0,156.0,10
TAMAN SCIENTEX UTAMA,Kulai,KULAI,JOHOR | KULAI,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,500000.0,426.0,10
TAMAN PAHLAWAN 2,Gemas,GEMAS,NEGERI SEMBILAN | GEMAS,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,350000.0,246.0,10
TAMAN SERI SEMENTA,Kapar,KAPAR,SELANGOR | KAPAR,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,332500.0,246.0,10
"TAMAN OSCAR, SUNGAI BESAR",Sungai Besar,SUNGAI BESAR,SELANGOR | SUNGAI BESAR,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,343440.0,147.0,10
TAMAN PADANG TEMU PERMATA,Melaka City,MELAKA CITY,MELAKA | MELAKA CITY,Melaka,MELAKA,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,250000.0,147.0,10
TAMAN MENGKUANG JAYA,Bukit Mertajam,BUKIT MERTAJAM,PENANG | BUKIT MERTAJAM,Penang,PENANG,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,512500.0,348.0,10
TAMAN KULIM SQUARE,Lunas,LUNAS,KEDAH | LUNAS,Kedah,KEDAH,Freehold,Semi D,Semi D,Semi D,Landed,445000.0,270.0,10
"TAMAN MESRA, OFF JALAN SUNGAI JATI",Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,506100.0,349.0,10
TAMAN WANGSA INDAH,Batu Pahat,BATU PAHAT,JOHOR | BATU PAHAT,Johor,JOHOR,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,646076.0,311.0,10
TAMAN MEGA RIA 2,Tangkak,TANGKAK,JOHOR | TANGKAK,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,100000.0,104.0,10
TAMAN NESA DELIMA,Rantau,RANTAU,NEGERI SEMBILAN | RANTAU,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Semi D,Semi D,Semi D,Landed,401531.0,143.0,10
TAMAN SERI ROTAN,Kuala Kedah,KUALA KEDAH,KEDAH | KUALA KEDAH,Kedah,KEDAH,Freehold,Semi D,Semi D,Semi D,Landed,379505.0,147.0,10
SAMARIANG AMAN,Kuching,KUCHING,SARAWAK | KUCHING,Sarawak,SARAWAK,Leasehold,Terrace House,Terrace House,Terrace House,Landed,372500.0,198.0,10
RESIDENSI EMERALD DAMAI (EMERALD HILLS),Cheras,CHERAS,KUALA LUMPUR | CHERAS,Kuala Lumpur,KUALA LUMPUR,Freehold,Terrace House,Terrace House,Terrace House,Landed,1770000.0,978.0,10
P/L : 2195 (PT24541-PT24570),Sungai Karang,SUNGAI KARANG,PAHANG | SUNGAI KARANG,Pahang,PAHANG,Freehold,Semi D,Semi D,Semi D,Landed,380000.0,121.0,10
P/L 3487(LABU),Sepang,SEPANG,SELANGOR | SEPANG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,395000.0,211.0,10
TAMAN RAMAL KLASIK,Kajang,KAJANG,SELANGOR | KAJANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,752400.0,561.0,10
IDAMAN GRAND RESIDENCE/SENTOSA IDAMAN,Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,1205000.0,532.0,10
TAMAN MH PERMATANG BADAK FASA 6 (P/L30398),Kuantan,KUANTAN,PAHANG | KUANTAN,Pahang,PAHANG,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,289000.0,184.0,10
TAMAN MUHIBAH FASA 16,Merlimau,MERLIMAU,MELAKA | MERLIMAU,Melaka,MELAKA,Freehold,Cluster House,Cluster House,Cluster House,Landed,398800.0,147.0,10
TAMAN DENAI HIJAU,Gerik,GERIK,PERAK | GERIK,Perak,PERAK,Freehold,Terrace House,Terrace House,Terrace House,Landed,265000.0,189.0,10
TAMAN BUKIT TUNKU,Kulim,KULIM,KEDAH | KULIM,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,383000.0,242.0,10
"TAMAN SRI JAYA, SRI AMAN",Sri Aman,SRI AMAN,SARAWAK | SRI AMAN,Sarawak,SARAWAK,Mixed,Terrace House,Terrace House,Terrace House,Landed,295000.0,106.0,10
TAMAN SIKAMAT PERDANA,Sikamat,SIKAMAT,NEGERI SEMBILAN | SIKAMAT,Negeri Sembilan,NEGERI SEMBILAN,Mixed,Terrace House,Terrace House,Terrace House,Landed,356500.0,247.0,10
TAMAN ARMANI SUNGAI PANDAN 2 (PL8492),Kuantan,KUANTAN,PAHANG | KUANTAN,Pahang,PAHANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,266500.0,175.0,10
ARDEN HILL @SEREMBAN FOREST HEIGHTS,Ampangan,AMPANGAN,NEGERI SEMBILAN | AMPANGAN,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,614500.0,418.0,10
TAMAN KUANTAN JAYA,Kuantan,KUANTAN,PAHANG | KUANTAN,Pahang,PAHANG,Leasehold,Terrace House,Terrace House,Terrace House,Landed,285000.0,165.0,10
TAMAN RAMBAI TENGAH SENTOSA,Bukit Rambai,BUKIT RAMBAI,MELAKA | BUKIT RAMBAI,Melaka,MELAKA,Freehold,Semi D,Semi D,Semi D,Landed,422300.0,126.0,10
TAMAN BUKIT KEMAYAN (KEMAYAN HEIGHTS),Rasah,RASAH,NEGERI SEMBILAN | RASAH,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Semi D,Semi D,Semi D,Landed,1103000.0,335.0,10
TAMAN PERMAI INDAH FASA 2,Kuala Lipis,KUALA LIPIS,PAHANG | KUALA LIPIS,Pahang,PAHANG,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,326300.0,115.0,10
MAHKOTA IMPIAN (P/L 164414),Kuantan,KUANTAN,PAHANG | KUANTAN,Pahang,PAHANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,314500.0,169.0,10
TAMAN CEMPAKA [SENAWANG],Senawang,SENAWANG,NEGERI SEMBILAN | SENAWANG,Negeri Sembilan,NEGERI SEMBILAN,Leasehold,Terrace House,Terrace House,Terrace House,Landed,295000.0,224.0,10
TAMAN KUCAI INDAH II,Lunas,LUNAS,KEDAH | LUNAS,Kedah,KEDAH,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,490000.0,303.0,10
YARRA PARK SPRINGFIELD,Sungai Petani,SUNGAI PETANI,KEDAH | SUNGAI PETANI,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,357900.0,233.0,10
BB SETIA AWAN PERDANA RESIDEN 1,Sitiawan,SITIAWAN,PERAK | SITIAWAN,Perak,PERAK,Freehold,"Cluster House, Terrace House","Cluster House, Terrace House",Cluster House,Landed,220000.0,138.0,10
TAMAN SUNGAI SERDANG JAYA,Kapar,KAPAR,SELANGOR | KAPAR,Selangor,SELANGOR,Freehold,Semi D,Semi D,Semi D,Landed,504850.0,161.0,10
DAHLIA GARDEN,Simpang Ampat,SIMPANG AMPAT,PENANG | SIMPANG AMPAT,Penang,PENANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,627000.0,462.0,10
TAMAN LUKUT ERA,Lukut,LUKUT,NEGERI SEMBILAN | LUKUT,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,418000.0,217.0,10
